Date/C:Time:TimeStamp/D:time:VMeas:IMeas:I_00:DI_00:I_01:DI_01:I_02:DI_02:I_03:DI_03:I_04:DI_04:I_05:DI_05:I_06:DI_06:I_07:DI_07:I_08:DI_08:I_09:DI_09:I_10:DI_10:I_11:DI_11:I_12:DI_12:I_13:DI_13:I_14:DI_14:I_15:DI_15:I_16:DI_16:I_17:DI_17:I_18:DI_18:I_19:DI_19:I_20:DI_20:I_21:DI_21:I_22:DI_22:I_23:DI_23
2024-09-09	13:02:02	1725879722.804320	-43200.000000	-0.044311	-0.141039	-188.190522	334.075643	-139.540360	327.858089	121.153725	157.991940	189.813417	148.229503	-180.633056	79.541733	-51.676090	68.192207	-668.229738	36.866221	573.714206	38.121341	-247.706280	0.239160	406.480284	0.266402	-195.504000	0.000000	-32.585780	6.670266	-384.624000	0.000000	-1.976000	0.000000	65.896000	0.000000	123.875000	0.000000	-195.267000	0.000000	66.843000	0.000000	-115.378000	0.000000	-98.042000	0.000000	-51.739000	0.000000	-341.974000	0.000000	-119.067000	0.000000	81.684000	0.000000

2024-09-09	13:02:03	1725879723.803744	-43199.000576	-0.044311	-0.141039	-173.679212	265.438184	-207.032874	250.309295	169.132534	219.281367	100.265173	149.361026	-220.116339	64.310472	-61.533615	73.762792	-701.639375	56.395234	598.033349	47.516559	-247.218163	0.292792	407.060680	0.151573	-195.504000	0.000000	-34.706728	9.375307	-384.624000	0.000000	-1.976000	0.000000	65.896000	0.000000	123.875000	0.000000	-195.267000	0.000000	66.843000	0.000000	-115.378000	0.000000	-98.042000	0.000000	-51.739000	0.000000	-341.974000	0.000000	-119.067000	0.000000	81.684000	0.000000

2024-09-09	13:02:04	1725879724.804166	-43198.000154	-0.044311	-0.141039	-56.590667	459.831910	-281.245386	462.921691	96.288458	103.160850	236.368563	128.201520	-257.996291	153.534761	3.721646	135.351916	-629.037935	35.236869	529.648084	25.125371	-247.273623	0.329008	406.505726	0.213142	-195.504000	0.000000	-40.395251	8.863361	-384.624000	0.000000	-1.976000	0.000000	65.896000	0.000000	123.875000	0.000000	-195.267000	0.000000	66.843000	0.000000	-115.378000	0.000000	-98.042000	0.000000	-51.739000	0.000000	-341.974000	0.000000	-119.067000	0.000000	81.684000	0.000000

2024-09-09	13:02:05	1725879725.803593	-43197.000728	-0.044311	-0.141039	-148.933830	291.849762	-204.486445	267.258081	187.453803	129.551253	127.265949	136.753673	-109.664008	125.792273	-123.207530	110.415657	-672.455678	32.688274	576.398677	35.168940	-247.448594	0.165529	406.335311	0.302090	-195.504000	0.000000	-34.087104	10.819136	-384.624000	0.000000	-1.976000	0.000000	65.896000	0.000000	123.875000	0.000000	-195.267000	0.000000	66.843000	0.000000	-115.378000	0.000000	-98.042000	0.000000	-51.739000	0.000000	-341.974000	0.000000	-119.067000	0.000000	81.684000	0.000000

2024-09-09	13:02:06	1725879726.804033	-43196.000288	-0.044311	-0.160902	-182.779152	248.476998	-182.506613	224.641377	142.636627	107.201298	159.561572	193.311827	-313.122130	76.408899	35.783886	82.412760	-734.698517	44.387884	636.804430	51.254404	-247.614328	0.249021	406.599016	0.246085	-195.504000	0.000000	-41.483794	14.337644	-384.624000	0.000000	-1.976000	0.000000	65.896000	0.000000	123.875000	0.000000	-195.267000	0.000000	66.843000	0.000000	-115.378000	0.000000	-98.042000	0.000000	-51.739000	0.000000	-341.974000	0.000000	-119.067000	0.000000	81.684000	0.000000

